time,precipitation,precipitation_probability,temperature_2m
2025-12-09T09:00:00.000Z,0,0,4.756499767303467
2025-12-09T10:00:00.000Z,0,0,7.006499767303467
2025-12-09T11:00:00.000Z,0,0,8.056500434875488
2025-12-09T12:00:00.000Z,0,0,9.056500434875488
2025-12-09T13:00:00.000Z,0,0,9.906499862670898
2025-12-09T14:00:00.000Z,0,0,10.206500053405762
2025-12-09T15:00:00.000Z,0,0,10.256500244140625
2025-12-09T16:00:00.000Z,0,0,9.306500434875488
2025-12-09T17:00:00.000Z,0,0,6.80649995803833
2025-12-09T18:00:00.000Z,0,0,4.9564995765686035
2025-12-09T19:00:00.000Z,0,0,3.9065001010894775
2025-12-09T20:00:00.000Z,0,0,3.1565001010894775
2025-12-09T21:00:00.000Z,0,0,2.3564999103546143
2025-12-09T22:00:00.000Z,0,0,1.80649995803833
2025-12-09T23:00:00.000Z,0,0,1.406499981880188
2025-12-10T00:00:00.000Z,0,0,0.906499981880188
2025-12-10T01:00:00.000Z,0,0,1.4565000534057617
2025-12-10T02:00:00.000Z,0,0,1.656499981880188
2025-12-10T03:00:00.000Z,0,0,1.55649995803833
2025-12-10T04:00:00.000Z,0,0,1.2065000534057617
2025-12-10T05:00:00.000Z,0,0,0.7064999938011169
2025-12-10T06:00:00.000Z,0,0,0.15650001168251038
2025-12-10T07:00:00.000Z,0,0,0.6065000295639038
2025-12-10T08:00:00.000Z,0,0,2.05649995803833
2025-12-10T09:00:00.000Z,0,0,4.256499767303467
2025-12-10T10:00:00.000Z,0,0,7.106499671936035
2025-12-10T11:00:00.000Z,0,0,10.656499862670898
2025-12-10T12:00:00.000Z,0,0,12.756500244140625
2025-12-10T13:00:00.000Z,0,0,15.356500625610352
2025-12-10T14:00:00.000Z,0,0,15.956500053405762
2025-12-10T15:00:00.000Z,0,0,16.556499481201172
2025-12-10T16:00:00.000Z,0,0,15.156499862670898
2025-12-10T17:00:00.000Z,0,0,14.456500053405762
2025-12-10T18:00:00.000Z,0,0,13.606500625610352
2025-12-10T19:00:00.000Z,0,0,12.806500434875488
2025-12-10T20:00:00.000Z,0,0,11.706500053405762
2025-12-10T21:00:00.000Z,0,0,10.506500244140625
2025-12-10T22:00:00.000Z,0,0,10.006500244140625
2025-12-10T23:00:00.000Z,0,0,8.956500053405762
2025-12-11T00:00:00.000Z,0,0,8.456500053405762
2025-12-11T01:00:00.000Z,0,0,7.4564995765686035
2025-12-11T02:00:00.000Z,0,0,6.80649995803833
