"Start Date:01/14/2026 12:00 AM End Date:01/23/2026 12:00 AM","","","","","","","","","","",""
"DATE","Vehicle ID","Number","Route","Station","ARRIVAL","DEPARTURE","Dwell (sec)","APC Boardings","APC Alightings","EPC Boardings","EPC Alightings"
"2026-01-14","21-151","NIS","Park & Ride","Crossland Downs & Stone Gate Mobile Home Community","06:48:40","06:48:40","0","0","0","0","0"
"2026-01-14","21-135","NIS","South Donahue","Gentilly Park","06:48:41","06:49:29","48","0","0","0","0"
"2026-01-14","21-112","NIS","North College","Madison Park","06:48:48","06:48:48","0","0","0","0","0"
"2026-01-14","21-131","NIS","College Loop","The Brookes & Hearthstone","06:48:51","06:48:51","0","0","0","0","0"
"2026-01-14","21-163","NIS","Samford-Shug Jordan","Crossland Downs & Stone Gate Mobile Home Community","06:48:55","06:48:55","0","0","0","0","0"
"2026-01-14","21-128","NIS","West Glenn","Gentilly Park","06:48:55","06:49:42","47","0","0","0","0"
"2026-01-14","21-170","NIS","Health Sciences Sector","Crossland Downs & Stone Gate Mobile Home Community","06:48:55","06:48:55","0","0","0","0","0"
"2026-01-14","21-137","NIS","College Loop","Gentilly Park","06:48:57","06:49:54","57","0","0","0","0"
"2026-01-14","21-158","07:00:00-27100","South College","Savannah Sq & Williamsburg Pl","06:48:57","07:00:42","705","0","0","0","0"
"2026-01-14","21-110","NIS","North Donahue","College of Veterinary Medicine","06:48:58","06:48:58","0","0","0","0","0"
"2026-01-14","21-154","NIS","South Auburn","Madison Park","06:49:03","06:49:03","0","0","0","0","0"
"2026-01-14","21-151","NIS","Park & Ride","Greene Hall","06:49:10","06:49:10","0","0","0","0","0"
"2026-01-14","21-131","NIS","College Loop","Crossland Downs & Stone Gate Mobile Home Community","06:49:11","06:49:11","0","0","0","0","0"
"2026-01-14","21-130","NIS","South Donahue","College of Veterinary Medicine","06:49:12","06:49:12","0","0","0","0","0"
"2026-01-14","21-112","NIS","North College","The Brookes & Hearthstone","06:49:18","06:49:18","0","0","0","0","0"
"2026-01-14","21-170","NIS","Health Sciences Sector","Greene Hall","06:49:25","06:49:25","0","0","0","0","0"
"2026-01-14","21-163","NIS","Samford-Shug Jordan","College of Veterinary Medicine","06:49:25","06:49:25","0","0","0","0","0"
"2026-01-14","21-161","NIS","No Route","KA Stop","06:49:27","06:49:27","0","0","0","0","0"
"2026-01-14","21-138","07:00:00-27081","Haley West","West Parking Lot #2","06:49:29","06:49:29","0","0","0","0","0"
"2026-01-14","21-131","NIS","College Loop","College of Veterinary Medicine","06:49:31","06:49:31","0","0","0","0","0"
"2026-01-14","21-132","NIS","Glenn-Harper","Gentilly Park","06:49:32","06:50:13","41","0","0","0","0"
"2026-01-14","21-138","07:00:00-27081","Haley West","West Parking Lot","06:49:36","07:00:22","646","7","1","0","0"
"2026-01-14","21-112","NIS","North College","Crossland Downs & Stone Gate Mobile Home Community","06:49:38","06:49:38","0","0","0","0","0"
"2026-01-14","21-159","07:00:00-27105","Webster Road","Gentilly Park","06:49:39","07:00:54","675","0","0","0","0"
"2026-01-14","21-131","NIS","College Loop","Greene Hall","06:49:41","06:49:41","0","0","0","0","0"
"2026-01-14","21-135","NIS","South Donahue","Madison Park","06:49:49","06:49:49","0","0","0","0","0"
"2026-01-14","21-120","NIS","Old Row - West Parking","KA Stop","06:49:55","06:49:55","0","0","0","0","0"
"2026-01-14","21-113","NIS","Haley West","Lem Morrison Drive (New Frat Row)","06:49:59","06:49:59","0","0","0","0","0"
"2026-01-14","21-128","NIS","West Glenn","Madison Park","06:50:02","06:50:02","0","0","0","0","0"
"2026-01-14","21-112","NIS","North College","Greene Hall","06:50:08","06:50:08","0","0","0","0","0"
"2026-01-14","21-115","NIS","College Loop","Lem Morrison Drive (New Frat Row)","06:50:10","06:50:10","0","0","0","0","0"
"2026-01-14","21-141","NIS","North Ross","Ross St &  Harper Ave / Regency Square Apartments","06:50:11","06:50:11","0","0","0","0","0"
"2026-01-14","21-116","NIS","North Ross","Lem Morrison Drive (New Frat Row)","06:50:11","06:50:11","0","0","0","0","0"
"2026-01-14","21-154","NIS","South Auburn","The Brookes & Hearthstone","06:50:12","06:50:12","0","0","0","0","0"
"2026-01-14","21-160","NIS","East Glenn ","Lem Morrison Drive (New Frat Row)","06:50:13","06:50:13","0","0","0","0","0"
"2026-01-14","21-137","NIS","College Loop","Madison Park","06:50:14","06:50:14","0","0","0","0","0"
"2026-01-14","21-107","07:00:00-27036","North Auburn","Mell St Station","06:50:15","07:00:23","608","1","1","0","0"
"2026-01-14","21-132","NIS","Glenn-Harper","Madison Park","06:50:23","06:50:23","0","0","0","0","0"
"2026-01-14","21-134","07:00:00-27043","North Dean -AM  (before 11 am)","Mell St Station","06:50:23","07:00:24","601","3","3","0","0"
"2026-01-14","21-133","NIS","West Glenn","Lem Morrison Drive (New Frat Row)","06:50:25","06:50:25","0","0","0","0","0"
"2026-01-14","21-141","07:00:00-27092","North Ross","Auburn Post Office","06:50:30","06:50:30","0","3","2","0","0"
"2026-01-14","21-128","NIS","West Glenn","The Brookes & Hearthstone","06:50:32","06:50:32","0","0","0","0","0"
"2026-01-14","21-109","NIS","South Auburn","Gentilly Park","06:50:40","06:51:01","21","0","0","0","0"
"2026-01-14","21-137","NIS","College Loop","The Brookes & Hearthstone","06:50:44","06:50:44","0","0","0","0","0"
"2026-01-14","21-154","NIS","South Auburn","Crossland Downs & Stone Gate Mobile Home Community","06:50:53","06:50:53","0","0","0","0","0"
"2026-01-14","21-135","NIS","South Donahue","Crossland Downs & Stone Gate Mobile Home Community","06:50:59","06:50:59","0","0","0","0","0"
"2026-01-14","21-128","NIS","West Glenn","Crossland Downs & Stone Gate Mobile Home Community","06:51:02","06:51:02","0","0","0","0","0"
"2026-01-14","21-168","07:00:00-27121","South Quad/Fine Arts","Jule Collins Smith Museum of Art","06:51:09","07:00:34","565","0","0","0","0"
"2026-01-14","21-137","NIS","College Loop","Crossland Downs & Stone Gate Mobile Home Community","06:51:14","06:51:14","0","0","0","0","0"
"2026-01-14","21-145","NIS","Magnolia","Gentilly Park","06:51:14","06:51:28","14","0","0","0","0"
"2026-01-14","21-132","NIS","Glenn-Harper","The Brookes & Hearthstone","06:51:16","06:51:16","0","0","0","0","0"
"2026-01-14","21-161","NIS","No Route","FarmHouse Fraternity","06:51:17","06:51:17","0","0","0","0","0"
"2026-01-14","21-109","NIS","South Auburn","Madison Park","06:51:20","06:51:20","0","0","0","0","0"
"2026-01-14","21-154","NIS","South Auburn","Greene Hall","06:51:23","06:51:23","0","0","0","0","0"
"2026-01-14","21-147","NIS","Charter","Gentilly Park","06:51:27","06:51:38","11","0","0","0","0"
"2026-01-14","21-135","NIS","South Donahue","College of Veterinary Medicine","06:51:29","06:51:29","0","0","0","0","0"
"2026-01-14","21-128","NIS","West Glenn","College of Veterinary Medicine","06:51:32","06:51:32","0","0","0","0","0"
"2026-01-14","21-132","NIS","Glenn-Harper","Crossland Downs & Stone Gate Mobile Home Community","06:51:36","06:51:36","0","0","0","0","0"
"2026-01-14","21-145","NIS","Magnolia","Madison Park","06:51:38","06:51:38","0","0","0","0","0"
"2026-01-14","21-109","NIS","South Auburn","The Brookes & Hearthstone","06:51:40","06:51:40","0","0","0","0","0"
"2026-01-14","21-118","NIS","Old Row - West Parking","Lem Morrison Drive (New Frat Row)","06:51:41","06:51:41","0","0","0","0","0"
"2026-01-14","21-128","NIS","West Glenn","Greene Hall","06:51:42","06:51:42","0","0","0","0","0"
"2026-01-14","21-102","NIS","West Campus","KA Stop","06:51:43","06:51:43","0","0","0","0","0"
"2026-01-14","21-137","NIS","College Loop","Greene Hall","06:51:44","06:51:44","0","0","0","0","0"
"2026-01-14","21-147","NIS","Charter","Madison Park","06:51:48","06:51:48","0","0","0","0","0"
"2026-01-14","21-161","NIS","No Route","AU Impound Lot","06:51:48","06:51:48","0","0","0","0","0"
"2026-01-14","21-120","NIS","Old Row - West Parking","West Magnolia Ave & Hemlock Dr","06:51:55","06:51:58","3","0","0","0","0"
"2026-01-14","21-132","NIS","Glenn-Harper","College of Veterinary Medicine","06:51:56","06:51:56","0","0","0","0","0"
"2026-01-14","21-151","NIS","Park & Ride","KA Stop","06:51:56","06:51:56","0","0","0","0","0"
"2026-01-14","21-109","NIS","South Auburn","Crossland Downs & Large Animal Teaching Hospital","06:52:00","06:52:00","0","0","0","0","0"
"2026-01-14","21-110","NIS","North Donahue","Lem Morrison Drive (New Frat Row)","06:52:05","06:52:05","0","0","0","0","0"
"2026-01-14","21-161","NIS","No Route","Beech St & West Thach Ave","06:52:08","06:52:08","0","0","0","0","0"
"2026-01-14","21-120","NIS","Old Row - West Parking","Hemlock at W. Magnolia","06:52:08","06:52:08","0","0","0","0","0"
"2026-01-14","21-130","NIS","South Donahue","Lem Morrison Drive (New Frat Row)","06:52:17","06:52:17","0","0","0","0","0"
"2026-01-14","21-170","NIS","Health Sciences Sector","Lem Morrison Drive (New Frat Row)","06:52:19","06:52:19","0","0","0","0","0"
"2026-01-14","21-145","NIS","Magnolia","The Brookes & Hearthstone","06:52:20","06:52:20","0","0","0","0","0"
"2026-01-14","21-109","NIS","South Auburn","College of Veterinary Medicine","06:52:28","06:52:42","14","0","0","0","0"
"2026-01-14","21-147","NIS","Charter","The Brookes & Hearthstone","06:52:28","06:52:28","0","0","0","0","0"
"2026-01-14","21-120","07:00:00-27094","Old Row - West Parking","Edge West Apartments","06:52:29","07:00:54","505","4","3","0","0"
"2026-01-14","21-145","NIS","Magnolia","Crossland Downs & Stone Gate Mobile Home Community","06:52:30","06:52:30","0","0","0","0","0"
"2026-01-14","21-161","NIS","No Route","Beech St & Magnolia Ave","06:52:33","06:52:45","12","0","0","0","0"
"2026-01-14","21-147","NIS","Charter","Crossland Downs & Stone Gate Mobile Home Community","06:52:38","06:52:38","0","0","0","0","0"
"2026-01-14","21-112","NIS","North College","Lem Morrison Drive (New Frat Row)","06:52:38","06:52:38","0","0","0","0","0"
"2026-01-14","21-109","NIS","South Auburn","Greene Hall","06:52:53","06:52:53","0","0","0","0","0"
"2026-01-14","21-147","NIS","Charter","College of Veterinary Medicine","06:52:58","06:52:58","0","0","0","0","0"
"2026-01-14","21-145","NIS","Magnolia","Greene Hall","06:53:01","06:53:01","0","0","0","0","0"
"2026-01-14","21-151","NIS","Park & Ride","The McWhorter Center","06:53:06","06:53:06","0","0","0","0","0"
"2026-01-14","21-160","NIS","East Glenn ","Pan 2","06:53:12","06:53:12","0","0","0","0","0"
"2026-01-14","21-102","NIS","West Campus","Eagles West Apartments ","06:53:23","06:53:23","0","0","0","0","0"
"2026-01-14","21-160","NIS","East Glenn ","AU Medical Clinic","06:53:29","06:53:31","2","0","0","0","0"
"2026-01-14","21-106","NIS","South Donahue","South College St & East Longleaf Dr","06:53:31","06:53:31","0","0","0","0","0"
"2026-01-14","21-115","NIS","College Loop","VCOM","06:53:31","06:53:31","0","0","0","0","0"
"2026-01-14","21-160","NIS","East Glenn ","South Quad Parking Deck","06:53:41","06:53:41","0","0","0","0","0"
"2026-01-14","21-102","NIS","West Campus","Edge West Apartments ","06:53:43","06:53:43","0","0","0","0","0"
"2026-01-14","21-151","07:00:00-27096","Park & Ride","Intramural Field (Biggio Drive)","06:54:05","07:00:14","369","0","0","0","0"
"2026-01-14","21-102","NIS","West Campus","Hemlock at W. Magnolia","06:54:07","06:54:09","2","0","0","0","0"
"2026-01-14","21-131","07:00:00-27074","College Loop","The Beacon","06:54:08","06:54:08","0","0","0","0","0"
"2026-01-14","21-102","NIS","West Campus","West Magnolia Ave & Hemlock Dr","06:54:19","06:54:19","0","0","0","0","0"
"2026-01-14","21-161","07:00:00-27126","West Campus","The Grove","06:54:25","07:00:34","369","3","0","0","0"
"2026-01-14","21-106","07:00:00-27103","South Donahue","The Mill","06:54:26","07:00:35","369","6","0","0","0"
"2026-01-14","21-128","NIS","West Glenn","KA Stop","06:54:50","06:54:50","0","0","0","0","0"
"2026-01-14","21-135","NIS","South Donahue","Lem Morrison Drive (New Frat Row)","06:54:57","06:54:57","0","0","0","0","0"
"2026-01-14","21-102","NIS","West Campus","AU Impound Lot","06:54:57","06:54:57","0","0","0","0","0"
"2026-01-14","21-132","NIS","Glenn-Harper","KA Stop","06:55:01","06:55:01","0","0","0","0","0"
"2026-01-14","21-137","NIS","College Loop","Lem Morrison Drive (New Frat Row)","06:55:07","06:55:07","0","0","0","0","0"
"2026-01-14","21-170","07:00:00-27122","Health Sciences Sector","Health Sciences Sector","06:55:28","07:00:29","301","0","0","0","0"
"2026-01-14","21-102","07:00:00-27127","West Campus","Beech St & West Thach Ave","06:55:32","07:00:29","297","1","1","0","0"
"2026-01-14","21-109","NIS","South Auburn","Lem Morrison Drive (New Frat Row)","06:55:32","06:55:32","0","0","0","0","0"
"2026-01-14","21-145","NIS","Magnolia","Lem Morrison Drive (New Frat Row)","06:55:40","06:55:40","0","0","0","0","0"
"2026-01-14","21-122","NIS","East Glenn ","East Glenn Administrative Support Building / HR","06:55:54","06:55:54","0","0","0","0","0"
"2026-01-14","21-156","NIS","Webster Road","Gentilly Park","06:56:06","06:56:23","17","1","1","0","0"
"2026-01-14","21-113","NIS","Haley West","Student Center Stadium Parking Deck Pavilion","06:56:11","06:56:11","0","0","0","0","0"
"2026-01-14","21-160","07:00:00-27026","East Glenn ","Mell St Station","06:56:15","07:00:27","252","0","0","0","0"
"2026-01-14","21-147","NIS","Charter","KA Stop","06:56:33","06:56:33","0","0","0","0","0"
"2026-01-14","21-156","NIS","Webster Road","Madison Park","06:56:33","06:56:33","0","0","0","0","0"
"2026-01-14","21-133","NIS","West Glenn","Student Center Stadium Parking Deck Pavilion","06:56:36","06:56:36","0","0","0","0","0"
"2026-01-14","21-154","NIS","South Auburn","Samford Square","06:56:47","06:56:47","0","0","0","0","0"
"2026-01-14","21-156","NIS","Webster Road","The Brookes & Hearthstone","06:56:54","06:56:54","0","0","0","0","0"
"2026-01-14","21-116","07:00:00-27047","North Ross","Student Center Greenspace Pavilion","06:56:56","07:00:33","217","0","18","0","0"
"2026-01-14","21-113","07:00:00-27033","Haley West","Student Center Haley Center Pavillion","06:57:07","07:00:17","190","0","0","0","0"
"2026-01-14","21-118","NIS","Old Row - West Parking","Student Center Stadium Parking Deck Pavilion","06:57:09","06:57:09","0","0","0","0","0"
"2026-01-14","21-132","NIS","Glenn-Harper","Eagles West Apartments ","06:57:11","06:57:11","0","0","0","0","0"
"2026-01-14","21-154","NIS","South Auburn","Longleaf Villas","06:57:17","06:57:17","0","0","0","0","0"
"2026-01-14","21-135","NIS","South Donahue","Woodfield - Game Day","06:57:20","06:57:20","0","0","0","0","0"
"2026-01-14","21-156","07:00:00-27072","Webster Road","Crossland Downs & Stone Gate Mobile Home Community","06:57:26","06:58:30","64","2","0","0","0"
"2026-01-14","21-128","07:00:00-27125","West Glenn","Eagles West Apartments ","06:57:33","07:01:32","239","0","0","0","0"
"2026-01-14","21-133","07:00:00-6","West Glenn","Student Center Haley Center Pavillion","06:57:40","07:00:25","165","0","0","0","0"
"2026-01-14","21-135","07:00:00-27102","South Donahue","VCOM","06:57:42","07:00:33","171","0","0","0","0"
"2026-01-14","21-130","07:05:00-27064","South Donahue","Student Center Stadium Parking Deck Pavilion","06:57:51","07:00:56","185","0","0","0","0"
"2026-01-14","21-154","07:00:00-27109","South Auburn","Downs Way & West Longleaf Dr","06:57:57","06:57:57","0","0","0","0","0"
"2026-01-14","21-110","07:00:00-27123","North Donahue","Student Center Greenspace Pavilion","06:57:57","07:00:47","170","0","0","0","0"
"2026-01-14","21-115","07:00:00-27075","College Loop","AU Federal Credit Union","06:58:05","07:01:17","192","0","0","0","0"
"2026-01-14","21-147","07:00:00-27124","Park & Ride","Extension Loop","06:58:06","07:00:31","145","0","0","0","0"
"2026-01-14","21-163","07:00:00-27052","Samford-Shug Jordan","Student Center Greenspace Pavilion","06:58:08","07:00:50","162","0","0","0","0"
"2026-01-14","21-112","07:00:00-27038","North College","Student Center Stadium Parking Deck Pavilion","06:58:17","07:01:30","193","1","17","0","0"
"2026-01-14","21-118","07:00:00-27049","Old Row - West Parking","Student Center Haley Center Pavillion","06:58:21","07:00:40","139","0","0","0","0"
"2026-01-14","21-122","07:00:00-27078","East Glenn ","Delta Aviation School","06:58:38","07:01:13","155","2","1","0","0"
"2026-01-14","21-152","07:00:00-27097","Samford-Shug Jordan","Harper Flatts","06:59:15","07:00:57","102","1","0","0","0"
"2026-01-14","21-109","07:00:00-27055","South Auburn","Student Center Stadium Parking Deck Pavilion","06:59:45","07:01:06","81","0","0","0","0"
"2026-01-14","21-137","07:00:00-27076","College Loop","Student Center Greenspace Pavilion","06:59:45","07:01:01","76","0","0","0","0"
"2026-01-14","21-145","07:00:00-135","Magnolia","Student Center Stadium Parking Deck Pavilion","07:00:14","07:00:42","28","0","0","0","0"
"2026-01-14","21-131","07:00:00-27074","College Loop","The Beacon","07:00:32","07:00:59","27","0","0","0","0"
"2026-01-14","21-138","07:00:00-27081","Haley West","West Parking Lot #2","07:00:32","07:00:51","19","0","0","0","0"
"2026-01-14","21-141","07:00:00-27092","North Ross","Auburn Post Office","07:00:33","07:03:22","169","3","2","0","0"
"2026-01-14","21-102","07:00:00-27127","West Campus","Beech Street and Magnolia ","07:00:39","07:01:10","31","0","0","0","0"
"2026-01-14","21-140","07:00:00-27082","Magnolia","Magnolia Woods Apartments & Greystone Manor","07:00:48","07:01:12","24","0","0","0","0"
"2026-01-14","21-139","07:00:00-27085","North Auburn","Creekside 1st Stop","07:00:54","07:01:40","46","0","0","0","0"
"2026-01-14","21-123","07:00:00-27083","Magnolia","Biggin Hall & Ramsay Hall (From Campus)","07:00:54","07:01:17","23","0","0","0","0"
"2026-01-14","21-101","07:00:00-27090","North Donahue","Donahue Crossing 2nd Stop","07:00:55","07:01:30","35","2","0","0","0"
"2026-01-14","21-120","07:00:00-27094","Old Row - West Parking","Eagles West Apartments ","07:01:08","07:01:36","28","0","0","0","0"
"2026-01-14","21-138","07:00:00-27081","Haley West","AU Impound Lot","07:01:08","07:01:32","24","0","0","0","0"
"2026-01-14","21-111","07:00:00-27087","North College","Yugo Auburn North 2nd Stop","07:01:09","07:01:20","11","5","0","0","0"
"2026-01-14","21-151","07:00:00-27096","Park & Ride","Lem Morrison Drive (New Frat Row)","07:01:11","07:01:31","20","0","0","0","0"
"2026-01-14","21-154","07:00:00-27109","South Auburn","Eagles Landing 1st Stop","07:01:18","07:02:21","63","2","0","0","0"
"2026-01-14","21-158","07:00:00-27100","South College","Sara St & Veterans Pkwy","07:01:19","07:01:40","21","0","0","0","0"
"2026-01-14","21-167","07:05:00-27086","Wire Road","Gentilly Park","07:01:28","07:01:56","28","0","0","0","0"
"2026-01-14","21-140","07:00:00-27082","Magnolia","Burton House / Terra Nova Apts / Cavell Court","07:01:44","07:02:10","26","0","0","0","0"
"2026-01-14","21-128","07:00:00-27125","West Glenn","Edge West Apartments ","07:01:45","07:02:34","49","0","0","0","0"
"2026-01-14","21-101","07:00:00-27090","North Donahue","Donahue Crossing 3rd Stop","07:01:48","07:02:09","21","0","0","0","0"
"2026-01-14","21-170","07:00:00-27122","Health Sciences Sector","AU Medical Clinic","07:01:49","07:02:47","58","1","0","0","0"
"2026-01-14","21-106","07:00:00-27103","South Donahue","French Quarter","07:01:51","07:02:24","33","1","0","0","0"
"2026-01-14","21-158","07:00:00-27100","South College","Harmon Duplexes 1st Stop","07:01:58","07:02:25","27","0","0","0","0"
"2026-01-14","21-135","07:00:00-27102","South Donahue","AU Research Park & The Edge Apartments","07:02:03","07:02:31","28","0","0","0","0"
"2026-01-14","21-139","07:00:00-27085","North Auburn","Creekside 2nd Stop","07:02:05","07:02:28","23","0","0","0","0"
"2026-01-14","21-168","07:00:00-27121","South Quad/Fine Arts","FA 2","07:02:07","07:02:34","27","0","0","0","0"
"2026-01-14","21-120","07:00:00-27094","Old Row - West Parking","The Village","07:02:10","07:02:31","21","0","0","0","0"
